timestamp,sha,duration,total,passed,failed
2026-05-03T00:15:53Z,93d3e1de5de99587abfbfd84101eec695eabefc3,0,0,0,0
2026-05-03T00:19:15Z,ffc3acba6991e5e06a7a9b85e9a05a5514e1b7a2,0,0,0,0
2026-05-03T00:28:35Z,b8326a9831c7eedcf7ddad33447b1cdc012a2e51,2404.912,4,0,2
2026-05-03T03:08:57Z,c62e00b28a4c6d94d153cc49552a7ad91ec8b14c,3621.693,4,0,2
2026-05-03T03:10:20Z,5e35a169b45c67843581ecdf1d7c49af6f73d6ac,2844.8379999999997,4,0,2
2026-05-03T03:12:38Z,50cbd27fa440afef4aeaee502b3a91f5d0f969e6,2500.84,4,0,2
